Children,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Responses,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening,DummyChurn,DummyTechie,DummyContract,DummyPort_modem,DummyTablet,DummyInternetService,DummyPhone,DummyMultiple,DummyOnlineSecurity,DummyOnlineBackup,DummyDeviceProtection,DummyTechSupport,DummyStreamingTV,DummyStreamingMovies
1,59010.69,12.672,10,1,0,9.471,242.633,2,1,1,3,4,1,2,3,1,0,0,0,1,1,1,1,1,0,0,0,1,1
1,46199.89,10.46,11,0,1,2.476,147.478,3,4,3,4,3,4,3,4,0,1,1,1,1,1,1,1,1,0,0,0,0,0
3,17306.82,6.848,12,0,0,9.053,172.473,3,3,2,3,5,2,4,3,0,0,1,1,0,0,1,1,0,1,0,1,1,0
1,8257.65,13.933,15,1,1,10.862,155.008,2,3,2,4,3,5,4,3,0,0,0,1,1,0,1,0,1,1,1,1,1,0
1,45016.56,10.947,10,2,0,7.99,222.614,5,4,4,2,3,3,3,3,1,0,0,1,0,0,1,0,0,1,0,1,1,1
0,50375.2,11.401,10,0,0,1.5,232.642,4,3,5,4,3,5,4,4,1,0,0,1,0,1,1,0,0,0,1,1,1,1
2,111592.0,9.242,14,1,0,6.733,202.683,3,4,3,3,5,4,4,4,1,0,0,0,0,0,1,0,1,0,1,1,1,1
0,37928.26,6.726,13,0,0,1.442,222.679,3,3,2,3,3,4,3,3,1,1,0,0,0,0,0,1,1,0,1,0,1,1
4,40826.44,7.684,15,0,1,10.897,147.442,3,2,3,6,4,3,4,4,0,0,1,1,0,1,1,0,0,0,0,0,0,1
0,25770.44,10.45,15,2,1,10.695,137.47,3,3,3,4,4,2,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3,49535.29,13.564,18,0,0,6.906,199.99,7,7,6,4,4,4,4,5,1,0,0,1,0,0,1,1,1,1,1,1,1,0
4,14113.73,10.599,6,1,0,22.319,152.495,2,2,1,3,3,2,3,4,0,0,0,0,0,0,1,1,1,0,0,1,1,0
0,63348.18,7.354,12,0,0,4.985,172.47,4,4,3,4,4,2,4,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1
0,17104.77,8.738,11,2,0,10.455,139.986,3,4,3,5,5,4,1,3,1,0,0,0,0,0,1,1,1,0,0,0,1,0
3,23481.88,6.924,12,0,0,18.817,184.965,3,4,3,3,5,3,3,4,0,0,1,0,0,1,1,0,1,1,0,1,0,1
0,20613.38,10.667,7,3,0,18.01,167.456,2,2,1,2,4,1,2,3,0,1,1,0,0,1,1,1,0,1,0,0,0,0
1,142650.5,2.821,10,1,0,5.014,245.128,4,5,5,3,3,4,3,4,1,0,0,0,1,0,1,1,1,1,0,0,1,1
1,17100.24,9.041,10,0,0,9.817,127.489,4,4,2,3,2,4,4,5,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1,31492.57,6.755,9,0,0,7.438,230.105,5,5,5,5,2,6,5,6,1,0,0,1,0,1,1,0,0,1,0,0,1,1
1,12652.67,8.249,14,2,0,1.28,139.957,4,5,4,4,2,2,4,3,0,0,1,1,1,1,1,0,1,0,0,0,1,0
4,19685.04,15.8,12,0,0,13.438,174.977,4,4,4,4,3,3,5,5,1,0,0,1,1,0,1,1,0,0,1,1,1,0
4,65315.4,9.956,12,0,0,3.766,137.469,1,3,3,3,4,2,2,3,0,0,0,0,0,1,1,0,1,1,0,0,0,0
0,42613.78,11.105,14,5,0,12.504,162.483,4,3,4,4,5,3,3,4,0,0,0,0,0,0,1,1,1,1,0,1,0,0
0,8414.55,18.779,6,2,1,1.798,179.948,4,4,3,3,4,3,3,3,0,0,1,1,0,1,1,1,0,0,0,0,0,1
0,4397.39,11.297,12,1,1,7.358,182.447,5,4,4,4,3,4,4,4,0,0,0,1,0,1,1,0,0,1,0,1,0,1
0,27105.8,7.527,11,0,1,7.744,167.456,4,4,4,4,3,3,2,4,1,1,0,0,0,1,1,1,0,1,0,0,0,0
4,20552.64,11.717,11,0,0,16.797,139.979,5,4,5,3,3,3,4,4,0,0,0,1,1,0,1,0,1,1,0,0,0,1
3,12188.82,8.063,10,1,1,1.312,152.466,3,3,5,3,3,3,4,3,0,0,1,1,0,1,1,0,1,0,0,1,1,0
4,24625.37,10.069,12,2,1,6.961,162.468,2,2,3,5,2,3,4,3,1,0,0,1,0,0,1,1,0,0,1,0,1,0
3,7418.73,8.418,9,1,0,5.525,277.651,6,5,5,2,5,4,2,4,1,0,0,1,0,1,0,1,1,1,1,0,1,1
6,25696.67,7.656,10,0,1,10.29,194.966,4,5,5,3,3,5,5,4,1,1,0,0,0,0,1,1,0,1,1,0,0,1
1,26594.83,8.579,16,3,0,18.329,162.447,4,3,3,5,2,4,4,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1
2,24431.39,9.044,16,2,0,1.794,174.977,4,4,4,4,4,5,5,5,1,1,0,1,0,0,1,1,0,0,1,1,1,0
0,67833.88,10.844,12,2,0,16.39,142.501,3,3,3,3,4,3,3,3,0,1,0,1,1,0,1,0,1,1,1,1,0,0
4,39258.2,12.231,14,1,0,22.345,194.974,4,3,3,3,3,3,3,3,0,0,0,1,0,1,1,1,1,0,0,1,0,1
0,51872.86,10.355,16,1,0,12.915,217.47,2,1,2,4,3,4,3,4,1,0,0,1,0,1,1,1,1,1,0,1,0,1
0,41212.98,11.749,16,2,0,11.596,202.636,4,3,3,3,2,4,3,3,1,0,0,0,1,0,1,0,1,0,0,1,1,1
4,38585.6,12.389,9,2,0,15.212,167.456,4,4,4,2,4,4,4,3,0,0,0,1,0,1,1,1,0,1,0,0,0,0
10,20896.26,8.884,14,1,0,3.772,207.497,2,2,4,4,1,5,6,6,1,1,0,0,0,1,1,1,1,0,1,1,0,1
0,60239.95,6.305,6,1,0,11.647,162.483,4,3,4,4,5,3,4,4,0,0,1,0,1,1,1,0,1,0,1,0,0,1
1,47017.43,12.828,14,1,0,25.725,124.978,3,4,3,3,3,3,3,4,0,0,0,1,0,1,1,0,0,0,1,0,0,0
1,11250.31,10.425,12,1,0,1.393,240.115,4,4,4,4,3,3,4,3,1,0,0,0,0,1,1,1,0,0,0,0,1,1
0,70435.61,12.173,11,1,0,12.173,149.945,3,4,3,2,2,4,4,3,1,0,0,1,0,0,1,1,0,0,0,0,1,0
2,12861.54,9.308,16,1,1,8.91,139.988,4,5,4,3,4,4,2,4,0,0,0,1,1,0,1,1,1,0,0,1,0,0
2,40879.22,10.823,19,1,0,10.486,112.455,3,4,3,3,4,3,4,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0
4,44462.77,13.034,10,1,0,19.265,104.964,3,2,2,4,2,3,4,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,31614.26,14.644,14,1,1,6.248,175.133,4,4,4,4,3,3,3,5,1,0,0,1,0,0,1,0,0,0,0,0,1,1
1,40895.64,11.065,9,1,0,9.064,92.502,3,3,3,4,2,3,4,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,20306.89,9.812,16,1,0,10.026,162.494,4,4,3,3,4,4,5,3,1,1,0,0,1,0,1,0,0,1,1,1,0,1
0,61478.9,13.919,15,0,1,28.23,139.965,4,4,5,4,4,3,3,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1,81376.2,9.651,5,3,2,7.618,159.966,4,4,4,5,4,4,3,3,0,1,1,1,0,0,0,1,0,1,0,1,0,0
6,46435.57,13.582,10,0,0,20.586,140.005,4,4,5,3,4,5,2,3,0,1,1,1,0,1,1,0,1,0,1,1,0,0
5,40402.71,6.136,14,0,0,12.359,159.979,3,3,4,3,5,3,3,2,0,0,0,1,0,0,1,1,0,1,1,0,0,0
0,11476.29,9.656,6,0,0,8.438,82.497,4,4,5,3,4,3,4,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2,9336.09,14.274,15,1,0,14.017,207.475,1,2,3,4,3,3,3,4,1,0,0,1,0,0,1,1,0,1,1,1,0,1
2,28954.2,7.942,16,1,1,1.506,159.935,2,2,3,3,3,3,2,4,0,0,0,1,1,1,1,0,0,1,0,0,1,0
0,32952.41,9.75,8,4,0,5.457,202.65,4,3,3,3,4,3,2,3,1,0,1,1,0,0,1,0,1,0,1,0,1,1
0,71113.67,11.261,10,0,0,4.148,124.978,4,4,3,3,3,5,4,3,0,0,1,0,1,1,1,0,0,0,1,0,0,0
0,46183.09,8.65,10,0,0,8.868,252.638,5,4,3,5,2,3,3,3,1,1,0,1,0,1,1,1,0,0,1,0,1,1
0,90253.73,10.964,7,1,0,6.663,162.447,3,2,3,4,4,3,2,3,1,0,0,1,0,0,1,0,0,1,0,1,0,1
4,57292.08,9.906,10,0,0,1.563,124.961,4,5,4,3,5,3,5,5,0,0,1,1,1,0,1,1,0,0,0,0,0,0
2,42550.92,9.514,12,1,1,13.754,277.638,5,4,5,4,3,4,4,3,1,0,0,0,0,1,1,1,1,1,0,1,1,1
0,38411.45,8.847,14,0,0,2.367,232.638,3,4,3,4,3,3,5,3,1,0,0,0,0,0,1,1,0,0,1,0,1,1
1,51136.82,4.791,15,1,0,2.333,140.005,6,4,5,2,5,4,5,5,0,0,0,0,1,1,1,0,1,0,1,1,0,0
0,17595.76,5.549,9,2,1,14.862,159.951,4,2,3,4,3,2,2,4,0,0,0,1,1,1,1,0,0,0,0,1,0,1
0,31609.92,8.776,11,2,1,1.769,220.148,3,2,4,4,5,4,5,4,1,0,0,1,0,0,1,1,0,0,0,1,1,1
2,61843.65,7.893,13,1,2,18.253,182.476,4,4,5,5,2,5,5,5,1,0,0,0,0,0,1,1,0,1,0,1,0,1
4,5952.44,8.355,8,1,0,1.276,107.529,4,4,5,3,3,5,4,4,0,0,0,0,0,0,1,0,1,0,1,1,0,0
1,54507.42,6.323,9,2,0,29.959,255.142,3,4,3,3,5,4,3,2,1,0,0,0,0,1,1,1,1,0,0,1,1,1
4,62656.2,9.917,9,1,0,2.074,129.962,6,5,5,4,3,4,3,5,0,0,0,1,1,0,1,0,0,0,1,0,1,0
2,41577.62,10.112,11,1,0,10.494,139.935,4,4,3,3,2,5,5,5,0,1,1,0,0,0,1,0,0,1,0,0,1,0
8,27520.03,10.023,13,1,0,6.369,202.65,2,2,3,2,5,2,1,2,1,0,0,1,1,0,1,0,1,0,1,0,1,1
2,24128.19,10.535,9,1,0,7.674,162.494,4,4,5,3,4,3,3,3,1,0,0,1,0,0,1,0,0,1,1,1,0,1
1,40835.59,8.849,15,3,0,16.758,172.47,3,2,4,2,3,1,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1
3,21334.55,8.568,16,1,0,8.474,162.498,4,4,5,3,7,4,2,4,0,0,0,0,0,0,1,1,1,0,0,1,0,1
2,27065.94,10.797,12,0,0,30.822,162.5,2,2,3,3,4,3,4,2,0,0,0,0,1,0,1,1,0,0,1,1,1,0
5,47950.33,11.706,10,1,1,7.843,147.442,4,4,4,4,3,5,2,3,1,1,0,1,1,1,1,0,0,0,0,0,0,1
0,36470.53,4.254,15,2,1,8.035,114.973,4,4,4,3,3,4,5,3,0,1,0,0,1,1,1,0,1,0,0,0,0,0
1,36598.52,10.763,12,1,1,5.151,165.018,2,3,3,4,2,2,5,2,1,0,0,1,0,0,1,1,1,0,1,1,1,0
3,20980.42,9.72,12,0,1,24.273,275.134,2,2,3,1,4,3,2,2,1,1,0,0,0,1,1,1,0,1,1,0,1,1
3,6315.61,7.591,7,0,1,9.385,255.156,4,4,4,3,4,3,3,5,0,0,1,0,1,1,0,1,1,0,1,0,1,1
4,6074.44,10.997,14,2,1,13.82,162.471,4,4,4,6,1,4,2,6,1,0,0,0,0,1,1,0,0,0,1,1,1,0
2,36966.64,8.401,11,1,0,1.373,187.656,2,4,4,3,5,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0,1,1
4,18377.18,13.42,7,0,0,1.847,137.487,3,3,3,4,4,3,3,4,0,0,1,0,1,1,1,0,0,0,1,1,0,0
4,128114.3,9.466,10,0,0,12.231,217.47,2,4,4,4,4,5,2,2,1,0,0,1,0,1,1,1,1,1,0,1,0,1
0,21200.76,13.405,11,0,1,6.555,127.511,4,4,4,4,4,3,5,4,0,0,1,1,1,0,1,1,1,0,0,1,0,0
0,47958.56,10.476,13,1,0,2.6,149.991,3,2,2,4,4,1,2,4,1,0,0,1,0,0,1,1,0,0,1,0,1,0
0,30462.45,10.788,13,1,0,2.827,164.967,4,3,4,1,4,4,2,4,1,0,0,1,1,0,1,0,0,1,1,1,1,0
2,20382.46,9.546,11,2,0,16.13,197.484,3,3,3,3,4,2,3,2,1,0,0,0,1,0,1,1,1,1,1,0,0,1
0,41658.22,12.062,10,0,0,23.904,137.484,3,4,5,3,4,4,4,4,0,0,0,1,0,0,1,1,0,0,1,0,0,0
0,35311.08,11.882,11,2,1,1.734,184.965,3,2,5,3,5,5,1,3,0,0,0,0,0,1,1,0,1,1,0,1,0,1
2,9961.23,16.085,13,0,2,17.452,124.978,3,3,4,1,4,2,4,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0
0,43867.04,9.439,12,2,0,3.825,222.614,3,5,5,3,3,3,3,6,1,0,1,1,0,0,1,0,0,1,0,1,1,1
4,6742.39,10.334,14,0,0,10.009,139.982,2,4,4,2,4,2,2,2,0,0,0,1,0,0,1,0,0,1,1,0,1,0
4,39377.62,8.983,10,3,1,15.811,142.501,3,5,4,3,4,2,2,2,0,0,1,1,1,0,1,0,1,1,1,1,0,0
4,77380.28,10.781,14,1,0,4.311,240.115,2,3,2,4,3,3,2,2,1,0,0,1,0,1,1,1,0,0,0,0,1,1
0,40628.46,12.116,9,1,0,1.2,164.989,2,3,4,4,2,5,3,3,1,1,0,0,1,1,1,0,1,0,1,1,1,0
5,29680.81,8.997,8,0,0,1.998,194.977,2,2,5,3,3,4,3,3,1,0,0,0,0,1,1,1,0,0,1,1,1,0
1,35023.76,6.53,13,1,1,16.937,137.469,3,4,4,5,3,5,4,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0
3,14527.8,9.977,12,2,0,13.054,220.118,2,2,2,3,4,2,1,3,1,1,0,0,1,1,1,0,0,0,0,1,1,1
3,38936.96,10.545,10,3,1,3.533,182.468,3,3,4,3,3,4,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,0
10,30767.83,11.604,12,1,0,16.933,179.948,3,2,3,5,3,3,1,2,0,0,0,1,0,1,1,1,0,0,0,0,0,1
0,27832.64,9.825,16,1,1,2.888,134.951,3,3,4,4,4,4,5,4,0,0,1,1,0,1,1,0,0,1,0,0,0,0
3,44711.74,11.796,13,0,0,6.308,107.481,4,4,4,3,5,4,3,6,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,7004.93,6.914,9,0,0,4.813,172.488,6,5,6,3,3,5,6,3,1,0,0,1,0,0,1,1,0,1,1,1,0,0
10,18129.29,12.065,17,1,0,25.108,149.962,3,3,3,3,5,4,4,4,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,6843.81,11.136,9,1,0,10.32,162.447,3,3,4,4,2,4,3,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1
1,49271.78,13.314,11,0,0,16.743,245.147,4,5,3,3,5,4,4,4,1,0,1,0,0,0,1,1,0,0,1,1,1,1
1,52374.17,12.835,14,2,1,6.653,252.638,3,3,3,4,4,3,1,4,0,0,1,0,0,1,1,1,0,0,1,0,1,1
0,39603.42,10.197,12,2,1,6.706,159.988,4,4,5,3,2,4,4,4,1,1,0,0,0,1,1,1,1,0,0,1,0,0
6,138555.9,13.313,12,3,0,11.961,142.483,4,2,3,1,6,3,3,6,1,0,0,1,0,0,1,0,1,0,1,0,0,1
2,20246.17,9.073,13,0,0,7.901,184.985,5,4,4,3,4,4,3,4,1,1,0,0,1,1,1,1,1,0,1,0,1,0
3,18373.26,6.015,12,2,0,4.245,147.442,4,5,4,4,4,5,5,6,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,35087.57,4.641,16,0,1,10.05,210.138,3,1,2,4,3,3,3,4,0,0,1,1,0,0,1,0,0,1,0,1,1,1
1,31246.25,8.944,10,2,3,11.467,132.48,4,3,4,4,2,4,3,6,0,0,0,1,1,0,1,0,1,0,1,0,1,0
6,4566.8,12.257,13,0,0,4.469,159.994,2,2,2,4,3,4,1,4,1,0,0,1,0,0,1,1,0,0,1,0,0,1
3,77277.55,13.779,14,0,0,10.595,184.965,4,5,4,4,4,3,3,3,0,0,0,1,1,1,1,0,1,1,0,1,0,1
9,33765.05,7.328,11,2,1,2.828,182.49,3,2,4,3,4,3,4,3,1,1,0,0,0,0,1,1,0,1,1,0,0,1
1,15205.14,15.128,12,2,0,6.712,255.166,2,3,2,4,4,3,3,4,1,0,1,0,1,0,1,1,0,1,1,1,1,1
1,32982.82,14.326,11,1,0,5.252,127.442,4,5,4,4,3,3,5,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3,13139.33,9.182,15,0,0,16.43,179.979,4,4,3,2,5,4,2,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0
1,48293.12,11.589,13,0,0,7.896,202.65,3,3,3,5,3,5,3,4,1,0,0,1,1,0,1,0,1,0,1,0,1,1
1,83923.73,11.808,12,1,0,15.068,119.99,5,6,5,6,2,5,4,5,1,0,0,0,0,0,1,0,1,0,0,1,1,0
2,10487.07,9.236,17,1,0,3.701,252.624,4,3,4,3,4,3,4,5,1,0,0,0,0,1,0,1,0,0,0,1,1,1
0,25280.79,12.031,10,0,1,17.265,127.442,5,5,4,3,2,4,4,3,0,0,1,1,1,0,1,0,0,0,0,0,0,1
2,58622.05,7.702,11,2,0,16.585,182.443,3,4,3,2,6,3,2,4,0,0,0,0,0,0,1,1,0,1,0,0,0,1
1,28051.07,11.134,17,0,0,10.815,195.006,4,4,4,4,3,5,6,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0
3,70321.71,12.991,10,0,1,4.618,187.485,3,4,4,2,3,2,4,3,1,0,0,1,0,1,1,0,1,1,1,1,1,0
2,16538.08,11.555,12,1,0,2.238,139.968,3,4,4,4,3,3,4,3,0,0,1,1,0,0,1,0,0,1,0,1,1,0
0,27290.36,10.269,13,1,0,12.145,159.951,4,3,3,3,5,3,3,3,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1,60280.07,5.547,12,1,2,23.87,132.466,3,4,3,6,2,4,3,5,0,0,0,1,0,0,1,0,1,0,0,1,1,0
2,21987.29,12.339,14,3,1,7.495,127.459,4,5,4,3,3,4,4,4,1,0,0,0,0,0,1,0,0,1,0,0,1,0
4,23624.9,9.36,10,2,2,8.757,149.948,4,4,4,3,4,3,3,3,0,0,0,1,1,1,1,0,0,0,0,1,1,0
0,46431.14,5.272,14,0,0,5.875,194.966,4,4,4,2,4,3,3,5,0,0,1,1,0,0,1,1,0,1,1,0,0,1
2,58988.72,12.183,12,1,0,7.238,154.962,4,3,5,4,3,5,4,2,0,1,1,1,0,0,0,0,1,1,0,1,1,0
5,67537.98,10.684,11,1,0,5.449,120.004,5,5,6,3,4,3,3,4,0,0,0,1,0,0,1,0,1,0,1,0,1,0
1,4480.29,7.044,9,1,0,5.614,127.442,3,3,3,2,6,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,57944.08,4.652,12,1,0,4.535,172.456,4,4,4,4,3,4,3,3,0,0,0,0,0,1,0,0,1,1,0,0,0,1
4,80674.2,11.839,12,0,1,10.064,220.162,3,3,3,4,3,2,3,3,1,0,1,1,0,0,1,1,0,0,1,0,1,1
2,67090.95,16.17,19,1,0,22.129,147.478,3,4,3,4,3,4,4,3,0,1,0,0,0,1,1,1,1,0,0,0,0,0
0,22420.64,9.098,14,3,0,15.514,79.979,4,3,5,5,1,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,75633.41,12.412,13,1,1,4.526,164.978,4,4,4,4,2,5,2,4,1,1,1,0,0,0,1,0,1,1,1,0,0,1
1,18944.96,11.645,14,2,1,6.184,172.458,4,4,2,3,3,3,2,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0
0,8840.8,8.721,14,1,0,17.28,257.655,3,4,2,3,6,2,2,2,1,0,0,1,0,1,1,0,1,1,1,1,1,1
0,40316.05,15.354,10,2,0,3.629,184.967,4,4,4,4,2,5,5,3,0,1,0,0,0,1,1,0,0,1,1,1,1,0
1,29693.07,12.201,8,1,0,4.889,147.46,3,3,3,2,5,2,2,4,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,18677.06,5.567,12,0,0,4.432,117.472,4,4,5,5,3,4,3,4,0,0,0,1,0,0,1,0,0,0,0,1,1,0
1,18549.91,15.319,10,0,0,8.377,240.115,4,4,3,4,2,6,5,5,0,0,0,0,1,1,1,1,0,0,0,0,1,1
0,50263.94,10.21,15,1,1,21.1,174.988,3,2,2,4,4,3,3,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1
1,18967.02,8.659,11,1,0,1.99,217.484,4,5,4,4,4,3,4,4,1,0,0,1,0,1,1,1,1,1,1,0,0,1
3,57675.63,12.844,14,1,0,17.558,184.98,4,3,3,2,4,3,2,5,1,1,0,0,0,0,1,1,0,0,1,1,0,1
1,40279.05,10.196,11,1,1,10.553,169.974,3,5,3,4,3,2,3,5,0,0,1,0,0,1,1,1,1,1,0,0,0,0
4,33868.71,14.474,12,1,1,8.437,129.976,3,1,3,3,3,2,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,0
1,48969.64,9.29,11,0,0,15.22,147.442,5,5,5,3,3,3,3,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1
4,22041.71,10.001,14,3,0,9.437,149.96,4,4,4,2,3,4,4,5,1,0,0,1,1,1,0,0,1,0,0,0,0,1
3,25491.07,17.447,7,0,0,13.502,192.47,2,2,2,3,3,3,2,2,1,1,0,1,0,1,1,1,0,0,1,0,0,1
2,23705.5,10.812,10,0,1,1.717,152.458,3,3,4,6,3,3,3,5,1,1,0,1,0,0,1,0,0,1,1,0,1,0
0,16680.61,4.066,10,1,1,2.2,182.465,3,2,2,4,3,3,3,4,1,0,0,1,0,1,1,1,1,0,0,0,0,1
0,108960.7,8.929,13,1,1,1.388,159.966,3,3,2,4,4,3,4,3,1,1,0,1,0,0,1,1,0,1,0,1,0,0
4,18347.2,11.31,11,1,0,10.395,220.162,3,2,2,4,3,4,3,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1
3,41305.01,10.986,12,1,0,9.026,182.49,1,2,2,5,2,4,4,4,1,0,0,1,0,0,1,1,0,1,1,0,0,1
0,66284.45,10.448,14,0,1,1.5,105.011,4,4,4,4,4,4,2,2,0,0,1,1,0,0,1,0,0,0,1,1,0,0
3,68024.79,6.655,14,0,0,4.244,232.642,4,4,3,2,5,3,3,4,1,0,0,0,0,1,1,0,0,0,1,1,1,1
1,53148.58,10.28,12,0,0,1.737,104.963,4,3,3,4,4,3,3,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5,20473.21,16.845,16,0,0,7.36,152.509,4,3,4,4,4,4,5,3,1,0,0,1,0,0,1,1,1,0,1,0,1,0
1,11132.31,6.652,10,2,0,9.328,194.966,3,3,3,3,3,3,4,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1
2,42461.74,14.628,12,1,1,17.987,165.011,2,4,3,3,5,3,1,2,0,0,1,0,0,0,1,0,1,1,1,1,0,1
5,18437.44,9.653,16,1,0,25.689,174.976,4,5,4,3,3,5,4,3,0,0,0,0,1,1,1,0,1,1,1,0,1,0
2,30615.01,12.1,9,0,0,16.218,169.938,3,2,2,5,3,4,4,5,0,0,1,1,1,1,0,0,0,1,0,0,0,1
1,52633.73,12.481,14,0,0,9.5,172.473,3,3,3,5,3,5,4,4,0,0,1,1,0,0,1,1,0,1,0,1,1,0
1,22641.64,8.907,11,0,0,1.131,207.481,4,4,4,3,4,4,3,4,1,0,0,0,1,1,1,1,1,1,1,0,1,0
3,19713.67,11.38,11,3,0,6.472,182.49,4,3,3,2,5,2,1,3,1,1,0,1,0,0,1,1,0,1,1,0,0,1
0,34970.28,7.131,13,2,0,3.156,162.465,4,3,4,4,3,4,3,5,0,0,0,1,0,0,1,1,1,0,0,0,0,1
0,19437.76,12.947,16,2,0,11.885,124.964,3,4,4,3,2,3,3,5,0,0,1,1,0,1,1,0,0,0,0,1,0,0
2,23901.05,9.317,16,2,0,4.449,172.487,3,3,5,2,6,3,2,3,0,0,0,0,1,0,1,1,0,1,1,0,1,0
4,23089.13,12.331,9,0,0,8.962,159.965,4,4,4,3,4,5,5,5,1,1,0,1,0,1,1,0,0,0,1,0,0,1
5,45251.32,9.533,12,2,0,1.796,245.161,2,2,4,4,5,2,2,2,1,0,0,1,0,0,0,1,1,1,0,1,1,1
0,52581.07,8.856,14,0,0,2.973,194.974,5,5,4,3,3,4,5,6,1,0,0,1,0,1,1,1,1,0,0,1,0,1
2,38850.73,11.926,12,0,1,10.224,255.134,5,5,5,4,4,5,4,4,1,0,0,0,0,0,1,1,0,1,1,0,1,1
0,23117.3,5.943,9,0,0,7.651,117.487,4,4,3,3,4,4,4,3,0,1,0,0,1,0,1,0,0,0,1,1,0,0
0,5676.28,7.428,12,1,0,2.945,265.128,4,4,4,4,3,3,4,3,1,1,0,1,0,1,1,1,1,1,0,0,1,1
2,56144.7,9.093,12,2,2,5.295,127.507,4,4,4,4,4,4,3,4,0,0,0,0,1,0,1,0,0,1,1,1,0,0
2,34476.83,13.641,13,0,0,6.128,137.468,4,4,3,5,2,3,5,6,0,0,0,1,1,0,1,1,0,0,0,0,1,0
5,39968.02,11.862,10,0,0,4.213,139.968,5,4,4,4,3,4,4,4,0,0,1,1,0,0,0,0,0,1,0,1,1,0
1,33541.35,8.885,10,2,1,11.161,192.488,3,3,4,2,3,3,2,3,0,0,1,1,0,1,1,1,0,1,1,1,0,0
3,23584.78,7.886,9,1,1,23.22,199.99,3,4,4,4,5,4,5,4,0,0,1,0,0,0,1,1,1,1,1,1,1,0
5,23841.62,13.207,15,0,0,13.814,147.442,3,2,3,1,5,1,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1,7858.21,10.389,7,1,0,7.924,104.963,3,4,3,4,4,3,3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
4,30262.99,6.229,12,1,0,1.992,210.127,4,4,4,3,1,4,6,2,0,0,1,1,0,1,0,0,1,0,0,0,1,1
3,31246.64,11.284,11,0,0,14.601,207.609,4,3,3,4,4,4,3,4,0,0,1,1,0,1,1,0,0,0,0,0,1,1
1,23454.98,5.372,13,0,0,6.512,232.623,5,3,5,2,4,3,3,2,1,0,0,0,0,1,1,0,1,1,0,0,1,1
1,28125.61,6.185,8,2,0,16.151,197.494,3,4,3,2,3,3,2,4,1,0,0,0,0,1,0,1,1,0,1,1,1,0
2,20465.98,10.109,10,1,1,8.258,127.475,7,4,6,2,5,5,4,4,1,0,0,0,0,0,1,0,0,0,0,1,0,1
1,22540.94,5.27,14,0,0,7.194,127.442,2,2,2,6,2,5,5,3,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,21497.29,12.151,13,0,1,8.527,252.638,4,5,4,1,4,4,4,5,1,0,1,0,0,1,1,1,0,0,1,0,1,1
1,24700.6,6.162,12,0,0,11.841,152.466,6,7,7,3,4,4,4,4,0,0,1,0,0,1,1,0,1,0,0,1,1,0
3,20319.77,9.218,16,0,0,3.661,232.642,3,4,4,3,4,1,3,3,1,0,0,1,0,1,0,0,0,0,1,1,1,1
1,46273.12,12.108,11,0,0,12.229,132.466,3,4,4,5,3,3,3,3,1,0,0,1,0,0,1,0,1,0,0,1,1,0
2,34257.36,11.781,9,1,0,16.573,204.963,3,4,3,4,4,3,3,3,0,0,0,0,1,1,1,1,0,1,1,0,1,0
