Children,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Responses,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening,DummyChurn,DummyTechie,DummyContract,DummyPort_modem,DummyTablet,DummyInternetService,DummyPhone,DummyMultiple,DummyOnlineSecurity,DummyOnlineBackup,DummyDeviceProtection,DummyTechSupport,DummyStreamingTV,DummyStreamingMovies
3,53591.84,7.587,9,1,1,7.861,242.611,1647.423,4,4,4,3,5,3,3,2,1,0,0,1,0,0,1,1,0,1,0,0,1,1
0,43976.9,12.574,19,1,0,6.805,124.964,715.193,3,4,4,5,2,3,3,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,19990.22,4.844,14,2,1,7.712,222.661,1235.453,3,4,3,2,4,4,4,3,1,0,0,1,0,0,1,0,0,1,1,1,1,1
3,39181.25,10.384,16,0,1,5.403,137.468,700.028,4,5,5,2,3,4,3,4,1,0,0,1,0,0,1,1,0,0,0,0,1,0
1,25777.88,14.677,13,2,0,2.066,232.641,769.782,3,3,3,4,4,2,3,4,1,0,1,1,0,1,1,0,0,0,1,1,1,1
2,59418.66,9.87,8,0,0,3.752,154.992,1283.103,3,4,4,6,2,4,4,3,1,0,0,1,1,0,1,0,1,0,1,1,0,1
1,38306.27,16.755,10,0,0,11.327,194.966,1897.051,2,2,2,4,2,3,2,3,1,0,0,1,0,0,1,1,0,1,1,0,0,1
3,34393.76,8.764,8,2,0,17.965,232.623,2299.048,5,4,5,1,4,4,3,5,0,0,0,0,0,1,0,0,1,1,0,0,1,1
3,37526.82,12.186,14,1,0,1.051,257.684,1018.849,3,3,4,5,5,2,2,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1
6,3050.98,8.242,10,2,0,13.639,162.453,1712.04,4,4,3,2,3,2,2,2,0,0,1,0,0,1,1,0,1,1,0,0,1,0
2,6284.19,9.217,13,0,0,16.641,92.455,1777.881,3,3,3,4,4,3,3,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,53247.58,9.759,12,0,1,1.043,184.961,871.664,3,2,4,3,4,2,2,4,1,0,0,0,0,0,1,1,1,1,0,0,0,1
2,25019.9,11.342,12,0,0,17.1,172.462,1782.748,3,3,5,3,5,3,3,4,1,0,0,1,0,1,1,1,1,0,0,0,1,0
0,16301.48,9.415,12,1,1,2.779,112.455,242.995,5,4,4,5,3,5,4,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0
3,12134.83,10.657,10,0,1,15.122,149.992,1505.903,4,4,3,2,5,3,1,3,0,0,0,0,0,1,1,0,1,1,1,0,0,0
0,32396.94,7.012,13,1,0,2.661,162.469,380.722,3,4,3,4,3,4,3,3,0,0,0,0,1,1,1,0,1,0,0,1,0,1
1,88000.08,8.35,13,2,0,5.119,127.474,1064.63,4,4,3,5,2,5,5,4,1,0,0,1,1,0,1,0,0,1,1,0,0,0
0,18406.73,9.299,10,2,0,7.217,127.459,850.505,2,1,3,3,4,3,3,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,7655.2,12.849,6,1,0,2.694,240.115,764.362,4,5,4,5,2,3,4,4,1,0,0,0,0,1,1,1,0,0,0,0,1,1
8,32102.68,5.43,6,1,0,6.442,162.5,1228.538,3,3,3,4,3,3,3,2,0,0,0,0,0,0,1,1,0,0,1,1,1,0
1,49545.55,11.158,7,0,1,10.245,184.967,1197.087,3,3,3,5,4,4,3,5,0,0,0,0,1,1,1,0,0,1,1,1,1,0
5,77423.32,8.128,15,1,0,15.18,242.633,1984.668,4,3,5,4,4,4,5,4,1,1,0,0,0,1,1,1,1,0,0,0,1,1
3,27690.11,9.91,13,1,0,21.612,232.624,2954.525,4,4,4,3,3,3,4,3,1,0,0,1,0,0,1,1,0,0,0,1,1,1
2,27219.87,13.296,17,0,0,4.577,149.971,703.265,3,3,3,3,5,5,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,21739.61,14.06,11,1,0,8.661,255.134,1745.431,3,3,1,3,4,3,3,2,1,0,0,0,0,0,1,1,0,1,1,0,1,1
0,32951.46,17.603,9,0,1,23.69,202.65,2900.102,4,3,3,5,2,4,5,4,1,1,0,1,1,0,0,0,1,0,1,0,1,1
1,19832.1,15.362,6,1,0,10.731,287.643,1572.393,3,3,3,2,4,3,5,3,1,0,0,1,0,1,0,1,0,1,1,1,1,1
1,8979.6,10.89,9,1,0,9.464,144.961,968.897,4,3,2,1,6,3,5,4,0,1,0,1,0,1,1,1,0,0,0,0,0,0
7,47618.81,12.657,7,1,0,4.107,129.978,1239.52,5,5,5,5,1,5,5,5,0,0,1,0,1,0,1,0,1,1,0,1,0,0
4,40031.03,14.75,10,2,0,2.851,117.483,479.016,2,3,3,3,3,2,4,4,0,0,0,0,1,0,1,0,1,0,0,0,0,1
9,74023.61,6.823,13,3,1,6.418,152.48,1257.485,4,4,4,5,3,3,4,4,1,0,0,0,0,1,1,0,1,0,1,0,1,0
1,9134.48,11.204,10,2,0,17.561,230.134,2109.349,3,3,3,3,3,4,3,4,1,0,0,1,0,0,1,1,0,1,0,0,1,1
1,22354.1,9.387,13,0,1,7.351,232.671,1332.641,3,2,3,4,2,4,5,3,1,0,0,1,0,0,1,1,0,0,1,1,1,1
1,12146.64,8.244,13,0,1,5.867,124.964,386.845,4,4,4,2,3,4,3,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,3730.38,10.731,18,1,0,2.095,247.665,1338.248,3,3,2,5,3,4,3,3,1,0,0,1,0,0,0,1,1,0,1,1,1,1
0,56143.59,7.415,14,0,0,3.312,159.951,509.673,3,4,4,5,2,4,4,4,1,0,0,1,0,1,1,0,0,0,0,1,0,1
1,22812.0,8.736,14,2,1,6.766,207.639,1044.436,4,5,5,4,4,3,5,4,1,0,0,0,1,0,0,1,0,0,0,0,1,1
2,12908.78,7.782,8,2,0,2.543,247.665,1467.982,2,2,4,4,5,2,2,5,1,0,0,0,1,0,1,1,1,0,1,1,1,1
0,18189.38,10.035,14,0,2,1.797,207.475,971.697,2,3,3,4,3,3,4,2,1,0,0,1,0,0,1,1,0,1,1,1,0,1
0,61039.69,8.248,15,1,1,1.922,230.105,695.622,4,5,4,4,5,3,4,4,1,0,0,0,0,1,1,0,0,1,0,0,1,1
2,60671.21,13.829,12,0,1,8.249,177.488,1716.011,3,2,3,3,3,3,3,4,0,0,1,0,0,0,1,0,1,1,1,1,0,1
4,21393.98,13.624,13,1,0,21.777,154.962,2811.648,4,4,4,5,3,3,5,3,0,0,1,0,0,0,1,0,1,1,0,1,1,0
3,31369.76,12.484,9,0,1,14.427,235.137,2363.605,3,2,2,4,4,3,1,2,1,0,1,0,0,0,1,0,0,1,1,1,1,1
8,37741.16,9.961,10,1,0,16.115,92.455,2156.405,1,1,2,3,4,1,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2,27353.22,12.654,9,0,0,22.897,162.454,2586.075,3,3,2,4,4,3,4,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1,20872.03,6.672,14,2,0,9.273,207.609,1241.343,3,4,5,4,3,3,5,5,1,0,0,1,1,1,1,0,0,0,0,0,1,1
1,87308.01,9.246,7,1,0,8.155,182.497,1062.906,4,3,4,4,4,4,5,3,0,0,0,1,0,1,1,1,1,1,1,0,0,0
3,37198.61,8.294,12,0,0,7.775,242.611,1713.701,3,3,4,3,5,2,3,2,1,1,0,0,0,0,1,1,0,1,0,0,1,1
1,28837.52,12.172,13,1,0,2.932,107.482,700.627,6,5,5,3,3,5,4,7,0,0,0,1,1,0,1,0,1,0,0,1,0,0
3,48675.51,4.587,14,0,0,10.252,149.989,1303.671,3,3,3,4,4,2,4,4,1,0,0,0,0,0,1,1,1,0,0,0,0,1
4,53420.34,8.121,9,0,1,11.895,147.478,1119.21,4,3,4,3,4,4,4,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1,26175.68,11.196,12,0,0,8.21,152.474,1496.483,5,5,4,5,3,5,4,5,1,0,0,0,1,0,1,0,0,0,1,1,0,1
0,84232.11,10.283,6,1,1,8.885,179.966,985.629,5,5,3,4,3,5,5,5,0,0,0,1,0,1,1,1,0,1,0,1,0,0
5,23660.7,11.648,11,1,1,6.578,220.132,1329.248,4,3,2,1,3,4,4,3,1,0,0,0,0,1,1,0,0,0,1,0,1,1
0,45404.63,11.778,21,1,1,2.93,204.98,694.758,5,3,4,6,2,4,4,5,0,0,0,0,0,1,1,1,0,0,1,1,0,1
1,5418.19,10.729,7,0,1,8.013,255.166,1313.686,2,4,3,3,4,2,2,3,1,0,0,1,0,0,1,1,0,1,1,1,1,1
3,25428.86,12.202,9,0,0,1.848,150.021,529.937,4,4,3,3,2,4,3,4,0,0,0,1,1,0,1,1,1,1,1,0,0,0
0,21087.24,9.024,10,0,1,1.885,179.948,404.936,2,1,3,2,5,2,2,4,1,0,0,0,0,1,1,1,0,0,0,0,0,1
1,36174.84,13.034,12,2,0,9.783,117.472,995.339,5,5,5,3,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,1,0
0,21795.9,7.457,10,1,1,12.706,220.162,1780.065,6,5,7,5,3,4,4,5,0,0,0,0,0,0,1,1,0,0,1,0,1,1
0,47285.08,13.734,14,1,0,9.706,152.51,1559.324,2,3,3,2,5,2,2,3,0,0,0,0,0,0,1,1,1,0,1,1,0,0
0,45429.68,9.929,9,1,0,15.126,157.484,1549.803,4,5,3,4,4,3,4,3,0,0,0,0,0,1,1,1,0,0,1,0,0,0
1,12234.89,9.117,13,1,1,7.18,134.951,790.628,3,3,3,4,5,4,4,4,0,0,1,0,1,1,1,0,0,1,0,0,0,0
1,46705.86,11.1,9,2,0,9.984,102.475,1040.4,2,3,3,3,2,3,2,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,11523.97,5.953,16,0,0,3.025,137.484,847.126,5,4,4,5,3,4,3,3,1,0,0,0,1,0,1,1,0,0,1,0,0,0
2,19534.42,7.519,16,1,1,10.277,184.978,1234.044,4,4,4,4,5,4,4,4,0,1,1,1,1,1,1,0,1,1,1,0,0,1
1,82629.53,9.817,12,0,2,12.926,169.974,1333.179,1,3,2,5,3,2,4,3,0,0,0,0,1,1,1,1,1,1,0,0,0,0
4,28420.39,5.282,11,0,0,9.586,107.529,1104.884,3,4,5,3,3,4,5,4,0,0,1,1,1,0,1,0,1,0,1,1,0,0
1,81413.71,4.699,10,0,0,14.743,124.964,1222.291,4,4,4,4,3,3,4,3,0,0,0,1,0,1,1,0,0,0,0,1,0,0
4,69506.73,9.774,8,1,0,12.548,114.973,1153.263,4,4,3,5,2,4,4,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
3,15944.32,9.724,18,0,1,3.999,129.948,1048.92,3,3,4,4,4,4,1,3,1,1,0,1,0,0,1,0,0,0,0,1,1,0
1,38328.57,8.083,7,2,0,1.252,204.961,661.209,5,4,4,3,4,4,4,3,1,0,1,0,1,1,1,1,1,1,0,0,0,1
3,82560.95,7.496,10,1,0,12.169,200.165,1711.601,4,4,4,2,5,4,3,3,1,0,0,1,1,0,1,0,0,0,1,1,1,1
0,37667.37,8.338,8,1,0,6.624,262.611,1214.051,3,4,6,2,4,2,3,4,1,0,1,0,0,1,1,1,0,1,0,0,1,1
4,89752.5,8.941,15,0,0,5.643,262.611,1253.523,4,3,4,3,3,1,3,2,1,1,1,1,1,1,1,1,0,1,0,0,1,1
1,24958.97,9.17,13,1,0,4.5,220.132,955.052,3,3,5,4,4,4,2,4,1,1,0,0,0,1,1,0,0,0,1,0,1,1
3,51848.11,4.308,12,2,2,6.575,242.628,1187.693,3,3,2,2,5,1,2,2,1,0,0,1,0,1,1,0,0,1,1,0,1,1
4,32443.11,6.97,13,1,1,11.768,192.44,1367.184,4,3,4,4,2,4,4,5,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1,76175.36,7.859,14,1,2,13.221,192.457,1398.114,3,5,4,3,2,3,4,3,0,0,0,0,0,1,1,1,0,0,0,1,0,1
1,24946.75,7.78,13,3,0,1.998,159.965,461.44,3,4,5,3,5,2,3,3,0,1,0,1,1,1,1,0,0,0,1,0,0,1
0,86039.43,8.683,10,1,1,3.788,92.455,798.428,2,2,1,3,1,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,18620.79,4.99,16,0,0,16.002,149.974,2245.476,3,3,3,5,3,3,4,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0
1,19224.29,10.382,5,1,0,11.341,222.65,1636.723,4,3,4,4,3,4,3,4,0,0,1,0,0,1,1,0,1,0,1,0,1,1
0,22433.84,14.168,15,1,0,5.252,265.128,1164.844,4,4,5,4,3,5,3,4,1,1,0,0,0,1,1,1,1,1,0,0,1,1
0,27130.52,11.128,12,2,0,18.007,194.974,1946.45,5,4,4,2,3,4,4,5,1,0,0,1,0,1,0,1,1,0,0,1,0,1
1,39874.59,5.372,13,0,0,18.298,139.957,1810.921,3,3,2,4,2,2,3,3,0,0,0,1,1,1,1,0,1,0,0,0,1,0
9,61265.29,11.981,11,2,0,5.756,95.019,878.705,3,2,3,5,4,2,2,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,89524.54,10.818,8,2,3,2.111,129.976,662.61,4,3,3,1,5,2,3,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0
6,13969.34,4.374,12,1,2,12.245,92.455,1653.166,4,4,4,4,2,5,4,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0,4109.01,10.402,12,1,0,11.466,120.005,1549.606,5,4,5,4,2,5,5,5,0,0,0,0,1,0,1,0,1,0,1,1,0,0
2,93637.19,6.626,7,2,0,9.859,112.455,868.573,3,3,4,4,4,4,3,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0
3,43133.76,11.604,17,1,0,17.318,187.656,2171.802,3,3,3,5,2,5,2,5,1,0,0,0,0,0,1,0,0,0,1,0,1,1
1,45245.92,6.606,10,3,0,6.811,162.453,946.185,4,2,2,1,3,2,3,2,0,0,1,0,0,1,1,0,1,1,0,0,1,0
0,36034.73,13.548,13,1,0,14.267,147.442,1294.79,3,3,4,4,3,4,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,1
0,11667.32,12.32,8,2,1,1.36,204.963,509.187,4,3,3,3,3,4,4,5,1,1,0,1,1,1,1,1,0,1,1,0,1,0
2,25598.66,16.604,15,2,1,11.598,157.484,1210.451,4,4,4,5,3,4,3,4,0,0,0,1,0,1,0,1,0,0,1,0,0,0
0,96624.28,7.865,12,1,0,7.399,190.127,1483.416,4,4,4,3,4,4,2,3,1,0,0,0,0,0,1,0,1,0,0,0,1,1
1,36705.32,6.256,12,1,1,1.359,204.98,567.321,3,3,2,2,3,2,3,4,0,0,0,1,0,1,1,1,0,0,1,1,0,1
1,68430.88,8.47,11,0,1,10.531,159.983,990.748,1,2,2,3,3,1,2,3,0,0,0,0,0,1,1,0,0,1,1,1,0,0
0,26838.3,9.557,15,3,0,9.63,187.642,1329.382,6,5,3,4,4,2,4,4,1,0,0,1,0,0,1,0,0,0,0,1,1,1
0,20768.72,9.958,7,1,0,19.798,204.95,1862.843,4,3,5,4,3,4,4,3,0,0,0,1,0,1,1,1,0,1,0,1,1,0
3,14032.23,10.45,6,1,0,16.861,112.455,1446.506,4,4,3,5,3,3,4,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0
4,30110.14,11.79,13,0,0,13.409,144.961,1338.549,3,5,4,4,4,2,4,4,0,1,0,1,0,1,1,1,0,0,0,0,0,0
3,46272.07,10.932,12,1,0,3.857,220.132,939.877,4,3,2,2,4,5,3,4,1,1,1,1,0,1,0,0,0,0,1,0,1,1
4,39933.38,11.386,16,1,1,8.704,92.455,1275.195,4,3,5,3,4,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,9964.37,8.335,14,1,0,20.406,242.657,2422.117,3,2,2,3,3,2,4,3,0,0,1,0,0,0,1,1,0,1,1,0,1,1
4,25447.24,10.037,11,0,2,1.747,137.47,922.45,3,3,3,3,3,2,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,72841.97,7.656,7,0,0,24.023,127.482,2112.653,4,6,4,5,4,5,4,5,0,1,1,1,0,1,1,0,1,0,0,1,0,0
4,1441.97,11.289,7,0,1,8.007,127.478,1233.808,4,3,4,3,3,4,4,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3,23134.96,5.773,11,0,0,6.563,147.471,1034.695,2,2,4,3,3,2,4,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,36250.96,7.732,9,1,0,5.292,169.967,877.705,3,4,5,3,4,2,5,5,1,0,0,0,0,0,1,1,0,1,0,0,0,1
4,15395.09,7.735,6,0,1,15.188,137.439,1615.88,4,3,5,4,2,6,5,5,0,0,0,1,1,1,1,0,0,0,0,0,1,0
2,14379.3,13.603,8,0,0,10.38,114.973,959.951,4,4,2,3,6,2,2,2,0,0,0,1,1,1,1,0,1,0,0,0,0,0
6,57776.5,12.799,9,3,0,14.456,149.978,1639.902,3,3,4,4,4,4,4,4,0,0,1,0,0,1,1,0,1,1,0,1,0,0
7,57622.01,10.831,15,2,1,7.329,190.127,1751.02,4,4,4,2,4,2,4,3,1,0,0,1,0,0,1,0,1,0,0,0,1,1
5,19430.58,10.58,17,1,0,9.351,174.962,1173.563,4,4,4,4,1,5,4,4,0,0,1,0,1,1,1,0,1,1,0,1,1,0
3,42920.9,11.975,9,2,1,10.869,162.512,1354.387,5,4,5,4,3,4,3,5,1,1,0,1,0,0,1,1,1,0,1,0,0,1
3,69004.81,12.237,12,1,0,3.997,104.963,632.082,4,5,4,5,3,4,4,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,13805.45,15.432,14,0,0,2.232,174.958,1054.385,5,6,5,3,3,6,4,4,1,0,0,0,0,0,1,1,1,1,0,0,1,0
4,1753.08,11.766,12,1,0,2.385,252.624,904.579,2,1,2,5,5,4,2,3,1,0,0,0,0,1,1,1,0,0,0,1,1,1
3,55200.2,5.65,12,2,1,4.993,157.484,637.732,3,3,3,3,3,5,3,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0
3,4592.51,10.965,15,2,1,7.827,127.489,846.228,3,3,2,4,5,3,1,3,0,0,0,1,1,0,1,0,0,0,1,0,0,1
1,9582.53,12.342,10,1,0,2.153,275.12,775.75,3,3,2,4,4,3,3,3,1,1,0,1,1,1,1,1,0,1,0,1,1,1
3,21599.91,10.129,13,2,0,8.21,159.994,975.762,2,2,2,3,5,3,2,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1,80120.44,10.356,9,0,0,7.198,172.503,1042.503,4,3,4,4,2,4,5,4,1,0,0,0,0,0,1,1,0,0,1,1,0,1
4,67228.71,11.417,13,0,0,7.402,212.641,1621.059,3,3,3,4,3,4,3,4,1,0,1,1,0,0,1,0,0,0,1,1,1,1
0,18651.96,10.789,6,1,1,18.372,204.963,1924.904,4,4,4,3,2,3,4,3,1,0,0,1,1,1,1,1,0,1,1,0,1,0
2,97463.9,7.197,16,0,0,5.731,169.993,695.051,5,6,4,3,2,5,4,5,0,1,1,1,0,1,1,1,0,0,1,1,0,0
4,14638.17,9.714,13,2,0,2.498,172.471,1178.564,4,3,3,2,4,3,4,4,1,0,0,1,0,0,1,1,0,0,1,0,0,1
0,24371.34,5.463,10,4,0,2.745,162.483,504.804,3,3,4,4,5,3,2,3,0,0,0,1,0,1,1,0,1,0,1,0,0,1
0,46974.79,7.633,14,0,0,3.387,124.978,391.011,3,3,4,2,4,3,4,3,0,0,0,0,1,1,1,0,0,0,1,0,0,0
3,49939.39,6.398,14,2,0,3.032,207.497,693.358,4,5,5,2,5,3,4,4,1,0,0,0,1,1,1,1,1,0,1,1,0,1
1,10584.2,11.554,16,1,2,2.679,179.948,497.467,3,3,3,2,2,6,4,4,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1,46984.61,10.131,11,0,0,6.678,139.957,989.992,2,3,3,6,4,3,4,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,48971.18,14.675,6,2,0,6.212,182.483,745.047,4,4,4,4,3,4,4,5,0,0,0,1,1,1,0,1,1,1,0,1,0,0
1,7723.17,9.459,9,1,0,13.57,235.137,2087.544,2,2,3,4,3,3,4,3,1,0,0,0,0,0,1,0,0,1,1,1,1,1
0,72997.73,13.333,11,2,0,9.728,200.132,1751.848,6,6,5,3,4,6,3,5,1,0,0,0,0,0,1,0,0,0,1,0,1,1
5,55593.6,9.156,14,2,0,7.185,162.497,1501.322,4,4,4,3,4,4,3,3,1,0,0,1,0,0,1,1,1,1,1,0,0,0
3,28096.83,5.378,9,0,0,7.04,175.133,1116.638,3,3,2,4,2,5,4,5,1,0,0,0,0,0,1,0,0,0,0,0,1,1
1,10887.66,8.315,6,1,0,18.794,172.458,2057.159,4,3,4,2,5,4,4,2,0,0,1,0,0,1,1,0,0,1,1,0,1,0
1,147436.94,10.996,16,0,1,4.511,149.945,1222.622,3,4,3,4,3,3,2,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0
2,77658.11,9.622,12,0,0,15.736,162.461,2089.023,3,4,3,3,3,5,4,2,1,0,0,1,0,0,1,0,0,1,1,0,0,1
1,740.66,9.151,12,1,0,10.948,79.979,1081.144,3,3,2,3,2,4,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,61901.7,8.065,15,0,0,7.434,194.977,989.343,5,4,5,5,3,4,4,4,1,0,0,1,0,1,1,1,0,0,1,1,1,0
8,54246.36,7.487,8,1,0,34.808,152.458,3934.848,1,2,2,4,4,3,3,3,0,0,0,1,0,0,1,0,0,1,1,0,1,0
4,19523.69,8.885,15,0,0,2.872,117.472,596.805,4,4,4,2,5,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4,17526.85,12.944,7,0,0,16.336,242.657,2060.746,1,2,1,4,3,1,5,2,1,0,1,0,1,0,0,1,0,1,1,0,1,1
2,21062.25,15.346,11,2,0,2.596,94.973,817.9,5,5,5,2,4,5,5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2,31766.78,14.181,16,0,1,2.389,182.49,762.374,4,4,3,1,3,2,2,4,1,0,0,1,1,0,1,1,0,1,1,0,0,1
3,24045.19,14.474,17,0,0,3.567,95.006,617.448,2,3,3,2,4,4,3,3,0,0,0,1,1,0,1,0,1,0,0,1,0,0
4,37455.48,0.637,7,2,0,9.627,127.442,1575.772,2,2,1,4,4,2,3,3,1,0,0,1,1,0,1,0,0,0,0,0,0,1
0,94655.92,7.517,13,0,0,6.044,152.495,785.669,4,4,3,4,4,2,4,3,0,0,1,0,0,0,1,1,1,0,0,1,1,0
3,19982.5,8.56,11,1,0,6.532,149.992,874.193,4,4,4,3,3,3,4,3,1,1,0,1,0,1,1,0,1,1,1,0,0,0
1,100033.86,7.104,10,2,2,1.513,127.459,505.698,1,1,2,3,5,2,2,4,1,1,0,0,0,0,1,0,0,1,0,0,1,0
1,152172.92,8.006,15,3,0,3.39,210.152,1022.52,4,4,4,3,2,4,4,4,1,0,0,0,0,0,1,0,0,1,1,0,1,1
1,18038.36,9.698,11,0,1,25.368,144.961,2167.068,3,3,4,4,4,4,5,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0
5,33297.61,10.876,14,0,1,10.919,197.494,1428.608,3,2,4,3,4,2,3,3,1,0,0,0,0,1,1,1,1,0,1,1,1,0
3,80430.99,8.714,14,1,0,6.776,182.468,1072.586,4,4,2,3,3,3,3,4,1,0,0,0,0,1,1,1,0,0,1,0,1,0
3,15423.53,12.187,13,0,1,15.714,140.005,1579.867,4,4,4,4,3,5,3,3,0,0,0,1,0,1,1,0,1,0,1,1,0,0
2,8465.02,6.41,13,0,2,3.006,124.994,396.416,3,3,3,4,2,2,3,5,0,0,0,1,0,0,1,1,0,0,0,1,0,0
0,23107.22,5.547,15,3,0,2.812,245.146,911.377,3,2,4,3,5,3,3,4,1,1,0,0,1,1,1,0,1,1,1,0,1,1
1,65329.46,13.346,8,2,0,12.851,232.623,1710.217,3,2,2,5,4,2,3,4,1,1,0,0,0,1,1,0,1,1,0,0,1,1
0,12650.67,6.411,9,1,0,4.385,172.462,758.052,4,4,5,3,3,4,3,4,0,0,0,1,0,1,1,1,1,0,0,0,1,0
3,99787.78,8.867,12,1,0,5.799,137.498,758.619,4,5,4,2,5,4,5,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2,53320.93,9.991,11,2,2,15.542,162.468,2100.288,3,5,4,4,2,5,4,3,0,0,0,1,0,0,1,1,0,0,1,0,1,0
0,116888.77,11.062,13,1,0,11.929,172.471,1851.153,4,5,4,3,3,4,6,6,1,0,0,1,0,0,1,1,0,0,1,0,0,1
0,22840.68,6.319,7,1,1,5.037,164.972,1051.069,4,4,3,4,3,4,4,3,1,1,0,1,0,0,1,1,1,0,0,1,1,0
7,29742.47,12.149,8,2,1,3.26,159.966,1216.353,3,4,2,5,3,4,3,4,1,0,0,1,0,0,1,1,0,1,0,1,0,0
2,22139.13,15.086,9,1,0,12.525,232.638,2138.662,5,4,4,4,3,5,3,5,1,0,1,1,0,0,1,1,0,0,1,0,1,1
4,26760.18,3.41,13,0,0,5.221,172.51,684.742,4,4,4,4,4,4,4,6,0,0,1,1,0,1,0,1,1,0,1,1,0,0
5,23613.85,14.064,9,3,2,10.484,159.965,1325.53,2,3,3,2,4,2,3,3,1,0,0,0,1,1,1,0,0,0,1,0,0,1
3,38691.84,6.893,12,5,0,3.835,172.474,641.496,2,3,3,4,4,3,4,2,0,0,0,1,0,1,1,0,0,0,1,1,0,1
3,39163.32,12.082,14,0,0,7.918,169.967,944.331,2,3,2,5,5,4,3,3,0,0,0,0,1,0,1,1,0,1,0,0,0,1
3,8539.27,7.234,15,1,0,6.137,174.988,1553.938,2,2,2,4,3,2,3,5,0,0,1,1,0,0,1,1,1,0,1,0,0,1
1,17054.95,11.101,13,0,0,20.008,147.503,1824.51,4,3,4,3,4,4,4,4,0,0,1,0,0,0,1,1,0,1,1,0,0,0
5,68237.79,5.638,13,0,0,22.379,124.961,2353.856,3,3,5,3,4,2,3,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2,23101.13,4.744,14,1,0,17.056,265.128,2209.997,3,3,3,3,4,3,2,3,1,0,0,0,1,1,0,1,1,1,0,0,1,1
1,49323.19,7.869,11,1,0,2.485,169.945,521.873,3,3,3,3,5,1,2,3,0,0,0,1,0,1,1,1,0,0,0,0,1,0
2,32459.53,14.201,12,1,0,10.113,182.468,1282.451,4,3,5,4,4,3,4,2,1,1,0,1,1,1,1,1,0,0,1,0,1,0
4,43765.92,13.39,11,0,0,11.596,137.487,1283.266,4,2,4,2,4,3,3,4,0,0,1,0,0,1,1,0,0,0,1,1,0,0
3,91605.19,6.716,13,1,2,15.22,202.65,2425.15,2,3,2,4,3,4,4,3,1,0,0,0,1,0,0,0,1,0,1,0,1,1
1,34978.09,7.275,12,1,0,10.199,225.146,2017.858,5,3,3,5,2,6,5,3,1,0,0,1,1,0,0,0,1,1,1,0,1,1
2,115594.58,6.768,11,0,0,6.136,255.12,1585.706,4,5,4,4,4,4,4,3,1,0,1,1,1,0,1,1,0,1,0,1,1,1
1,137589.2,11.293,10,2,0,11.04,159.983,1281.962,3,3,3,4,2,4,5,4,0,0,0,0,0,1,1,0,0,1,1,1,0,0
4,10349.38,10.43,17,1,0,2.248,184.963,1115.319,3,3,3,2,4,3,4,3,1,0,0,1,0,0,0,1,0,1,1,0,1,0
2,9324.27,8.955,15,2,3,13.04,159.965,1324.519,3,3,3,1,5,4,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,1
4,23026.89,5.707,15,1,0,3.637,265.147,1114.124,4,3,4,3,5,3,4,3,1,0,1,0,0,1,1,1,0,0,1,1,1,1
