Customer_id,Partner,Gender,Churn,Contract,InternetService,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Company,Dependents,SeniorCitizen
D707565,Yes,Female,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Autopay,11,119.96,WGU,Yes,No
Y107411,Yes,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,No,No,Autopay,10,159.97,WGU,No,No
U608200,Yes,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,Yes,No,eCheck,5,139.95,WGU,Yes,No
D33792,No,Male,Yes,Month-to-month,Fiber Optic,No,No,Yes,No,No,No,Yes,Yes,No,Autopay,8,210.13,WGU,No,No
W698821,No,Male,No,One year,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Check,17,240.11,WGU,Yes,No
X106926,Yes,Female,No,One year,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Autopay,1,117.49,WGU,No,No
W984859,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,3,242.63,WGU,Yes,No
E624783,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,eCheck,20,225.15,WGU,No,No
P05538,Yes,Female,No,One year,None,Yes,No,No,Yes,Yes,No,No,No,No,Check,1,115.0,WGU,No,No
D02602,Yes,Male,No,Month-to-month,None,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Autopay,10,142.5,WGU,Yes,No
E570609,No,Female,No,Month-to-month,None,Yes,No,Yes,No,No,No,No,No,Yes,eCheck,3,82.5,WGU,No,Yes
X108318,Yes,Male,Yes,Month-to-month,DSL,No,No,Yes,No,Yes,No,Yes,No,Yes,Check,8,132.48,WGU,Yes,Yes
W628853,No,Female,Yes,Month-to-month,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Yes,eCheck,1,184.96,WGU,No,Yes
Q531386,No,Male,Yes,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Autopay,2,202.44,WGU,Yes,No
O595578,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,eCheck,3,159.97,WGU,Yes,No
J37804,Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,eCheck,9,167.46,WGU,Yes,No
L110083,No,Female,No,One year,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,Autopay,22,114.97,WGU,Yes,Yes
A225434,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Check,6,159.99,WGU,Yes,No
Z731991,No,Male,No,One year,None,No,Yes,No,Yes,Yes,Yes,No,No,No,eCheck,9,160.01,WGU,Yes,Yes
C658180,Yes,Female,No,One year,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Autopay,1,137.47,WGU,Yes,No
Y396609,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,eCheck,3,194.99,WGU,Yes,No
G740292,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Autopay,10,172.46,WGU,No,Yes
D480469,No,Female,Yes,Month-to-month,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,eCheck,1,220.16,WGU,No,No
K179771,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Check,18,147.46,WGU,Yes,No
R818123,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Autopay,8,252.64,WGU,Yes,No
I284196,No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Autopay,14,187.48,WGU,No,Yes
M881138,Yes,Male,No,One year,DSL,Yes,Yes,No,No,Yes,No,No,No,No,Check,4,137.48,WGU,Yes,Yes
L698879,No,Female,No,Month-to-month,None,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,eCheck,9,162.49,WGU,Yes,No
B548061,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Check,4,242.61,WGU,No,Yes
I440855,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,eCheck,2,167.48,WGU,Yes,Yes
E808351,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Autopay,1,267.66,WGU,Yes,No
Y549510,No,Female,No,Two year,None,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Autopay,13,235.19,WGU,Yes,Yes
M441485,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,eCheck,3,169.97,WGU,Yes,Yes
D412136,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Autopay,12,159.95,WGU,Yes,No
G287039,No,Female,No,One year,None,Yes,No,Yes,No,No,Yes,No,No,Yes,Autopay,8,95.01,WGU,Yes,Yes
H980247,No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,No,Check,17,172.46,WGU,Yes,Yes
Z367497,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Check,7,187.48,WGU,Yes,No
Z349603,No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Check,8,202.64,WGU,Yes,Yes
C81893,No,Female,Yes,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,eCheck,1,277.64,WGU,Yes,No
Y104736,No,Female,No,One year,DSL,Yes,No,No,No,Yes,No,No,No,No,eCheck,17,104.98,WGU,No,No
I740366,No,Male,No,One year,None,Yes,No,Yes,No,Yes,No,No,No,No,Autopay,9,95.02,WGU,No,No
B328912,No,Male,Yes,Month-to-month,DSL,No,No,No,Yes,No,Yes,Yes,No,No,Check,14,152.44,WGU,Yes,Yes
L573957,Yes,Male,No,Two year,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,eCheck,7,154.98,WGU,Yes,Yes
P547130,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Autopay,13,217.47,WGU,Yes,No
Y32332,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Autopay,10,192.47,WGU,Yes,No
L327497,Yes,Female,No,One year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Autopay,10,207.5,WGU,Yes,No
Y97441,No,Female,No,Month-to-month,None,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Autopay,8,162.49,WGU,Yes,No
G692468,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Check,19,162.47,WGU,No,Yes
P752014,No,Male,Yes,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,9,222.61,WGU,Yes,Yes
G588673,No,Male,Yes,Month-to-month,None,Yes,Yes,No,No,Yes,No,No,No,Yes,Autopay,4,125.01,WGU,Yes,Yes
J982941,Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Autopay,14,92.46,WGU,Yes,No
M241678,No,Female,Yes,Two year,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Autopay,9,222.61,WGU,No,No
V515770,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,eCheck,8,207.5,WGU,No,No
I792144,No,Male,No,One year,DSL,Yes,No,No,Yes,No,No,Yes,No,No,eCheck,26,139.93,WGU,No,Yes
C326402,Yes,Male,Yes,Month-to-month,None,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Check,1,172.49,WGU,No,Yes
P416440,No,Female,Yes,Month-to-month,None,Yes,No,No,No,No,No,Yes,Yes,No,Check,17,175.13,WGU,Yes,No
A83621,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,eCheck,7,159.99,WGU,Yes,Yes
V813580,No,Male,Yes,Month-to-month,Fiber Optic,No,No,Yes,Yes,No,No,Yes,No,No,Autopay,6,162.45,WGU,Yes,Yes
P937306,Yes,Female,Yes,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Check,3,152.44,WGU,Yes,Yes
C243361,No,Female,No,Month-to-month,None,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Autopay,11,139.98,WGU,Yes,Yes
G932741,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,eCheck,3,252.64,WGU,No,Yes
T902912,Yes,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Check,6,242.61,WGU,No,No
T544616,No,Male,No,One year,Fiber Optic,No,Yes,No,Yes,No,No,Yes,No,Yes,Autopay,9,192.44,WGU,Yes,Yes
C61226,No,Female,Yes,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Autopay,5,262.61,WGU,No,No
C387905,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Check,9,94.97,WGU,Yes,No
M777913,Yes,Female,No,Two year,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Autopay,6,124.98,WGU,No,No
M731030,Yes,Male,No,One year,None,Yes,No,Yes,No,Yes,No,Yes,No,No,Autopay,5,120.0,WGU,Yes,Yes
M201624,No,Male,Yes,Two year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,eCheck,6,275.12,WGU,Yes,Yes
R158965,No,Male,No,One year,None,Yes,No,No,Yes,Yes,No,Yes,No,No,Check,8,139.98,WGU,No,Yes
P458031,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,eCheck,30,202.44,WGU,Yes,Yes
D398300,No,Male,No,One year,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,eCheck,13,172.47,WGU,Yes,No
H927567,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,9,144.96,WGU,Yes,No
B813556,No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,eCheck,17,172.44,WGU,Yes,No
Q721747,No,Female,Yes,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Check,5,222.61,WGU,Yes,No
B293510,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,7,220.11,WGU,Yes,Yes
G991506,No,Female,No,Two year,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Check,5,127.44,WGU,Yes,No
I600346,No,Male,No,Two year,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,eCheck,19,139.93,WGU,Yes,No
U968415,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,eCheck,13,172.46,WGU,Yes,Yes
H358470,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,eCheck,1,157.48,WGU,Yes,Yes
K669208,No,Female,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Check,10,187.48,WGU,Yes,No
K740871,Yes,Male,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,eCheck,6,134.95,WGU,No,No
K886172,No,Female,No,Month-to-month,None,Yes,No,No,No,No,Yes,No,Yes,No,eCheck,12,127.47,WGU,Yes,Yes
A145480,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Autopay,2,194.99,WGU,Yes,Yes
D604002,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,eCheck,9,169.99,WGU,No,Yes
H885464,Yes,Female,Yes,Two year,None,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Check,7,152.49,WGU,No,No
D493302,No,Female,No,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,eCheck,6,152.51,WGU,Yes,No
T495616,No,Male,No,One year,DSL,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Autopay,19,152.46,WGU,Yes,Yes
H175210,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,Yes,No,Autopay,1,139.95,WGU,Yes,No
D461453,No,Female,No,Two year,DSL,No,No,No,No,No,Yes,Yes,No,No,Autopay,3,129.95,WGU,Yes,No
P905987,No,Male,No,One year,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Check,1,159.99,WGU,Yes,Yes
H391200,Yes,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,1,79.98,WGU,Yes,Yes
W980288,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Check,13,92.46,WGU,No,No
X319524,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Autopay,9,204.96,WGU,Yes,No
V52887,No,Male,No,One year,None,Yes,No,Yes,No,Yes,No,No,No,Yes,eCheck,9,95.02,WGU,No,Yes
B756017,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Autopay,5,232.64,WGU,Yes,No
G67438,No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,eCheck,3,169.94,WGU,Yes,No
J909235,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,No,Yes,Autopay,13,137.47,WGU,Yes,Yes
X512139,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Autopay,19,172.46,WGU,Yes,No
G343802,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Autopay,1,142.5,WGU,No,Yes
V350641,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Autopay,3,192.44,WGU,Yes,Yes
R699488,No,Female,Yes,Month-to-month,None,Yes,No,No,No,Yes,No,Yes,Yes,No,Autopay,5,187.66,WGU,No,Yes
J869368,No,Female,Yes,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,eCheck,9,277.65,WGU,Yes,No
F570484,No,Female,Yes,Two year,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Autopay,4,157.47,WGU,Yes,No
N131545,Yes,Female,No,Two year,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Autopay,12,154.96,WGU,Yes,Yes
T267542,No,Male,No,One year,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Autopay,7,162.47,WGU,Yes,No
J379461,No,Male,No,One year,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Check,10,182.47,WGU,No,No
N14233,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Autopay,6,195.01,WGU,Yes,Yes
I787322,No,Male,Yes,Month-to-month,None,Yes,Yes,Yes,No,No,No,No,Yes,No,eCheck,12,149.99,WGU,No,No
R481476,No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,eCheck,23,139.99,WGU,Yes,No
N85718,No,Female,No,One year,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No,Autopay,8,172.46,WGU,No,Yes
J651060,No,Female,Yes,Two year,DSL,Yes,No,Yes,No,No,No,Yes,Yes,No,Check,15,190.13,WGU,No,Yes
Y892014,No,Male,Yes,One year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,eCheck,6,255.16,WGU,Yes,No
M559025,No,Male,No,Month-to-month,None,Yes,Yes,No,No,No,No,Yes,No,Yes,eCheck,5,137.47,WGU,No,No
V37260,No,Female,No,Month-to-month,Fiber Optic,No,No,No,No,No,No,No,Yes,No,Autopay,18,147.44,WGU,Yes,No
I142610,No,Female,No,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Check,4,187.5,WGU,Yes,No
Z884144,No,Female,No,One year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Autopay,6,184.95,WGU,Yes,No
V765087,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,eCheck,6,202.44,WGU,Yes,No
N241441,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Autopay,3,162.5,WGU,Yes,No
N956188,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,eCheck,12,159.98,WGU,Yes,No
Q641611,No,Female,No,Two year,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Autopay,4,162.47,WGU,No,No
M665668,Yes,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,eCheck,15,182.44,WGU,Yes,No
P872354,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,eCheck,18,194.95,WGU,Yes,Yes
V198321,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Check,7,149.96,WGU,No,No
H326789,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Autopay,9,172.51,WGU,Yes,Yes
D110610,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Check,11,227.48,WGU,Yes,No
J989060,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,eCheck,15,159.93,WGU,No,No
Y482387,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Autopay,21,184.95,WGU,Yes,Yes
M112566,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Autopay,8,217.48,WGU,Yes,Yes
U873148,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Autopay,8,172.51,WGU,Yes,Yes
E328814,No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Autopay,15,167.48,WGU,Yes,No
I236091,No,Male,No,Two year,DSL,Yes,Yes,No,Yes,No,No,Yes,No,No,eCheck,8,172.44,WGU,Yes,Yes
B46761,No,Female,No,Month-to-month,None,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Check,15,139.99,WGU,Yes,No
P362205,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Autopay,10,184.98,WGU,Yes,Yes
Z197598,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Check,8,232.64,WGU,Yes,Yes
M132319,No,Female,Yes,Month-to-month,DSL,No,Yes,No,No,Yes,No,No,Yes,No,eCheck,9,172.47,WGU,No,No
Y313023,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Autopay,10,182.45,WGU,Yes,No
V148850,No,Female,No,One year,None,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Autopay,17,172.49,WGU,No,No
G18466,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,eCheck,2,157.48,WGU,Yes,Yes
S958641,No,Nonbinary,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Autopay,2,167.46,WGU,Yes,No
A27178,No,Female,No,Two year,DSL,No,No,No,No,Yes,No,No,No,Yes,Autopay,9,104.98,WGU,Yes,No
N454763,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,eCheck,2,152.48,WGU,Yes,No
H02721,No,Female,No,Two year,None,Yes,Yes,Yes,No,Yes,No,No,No,No,Check,14,127.52,WGU,Yes,Yes
B920638,No,Male,No,One year,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Check,13,117.47,WGU,Yes,Yes
N863885,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,eCheck,11,179.95,WGU,Yes,No
G223396,Yes,Male,No,One year,DSL,Yes,No,No,No,No,Yes,No,No,No,Check,14,104.96,WGU,Yes,No
T860986,No,Female,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Check,2,245.13,WGU,Yes,No
W923132,No,Male,No,Month-to-month,None,No,No,Yes,No,Yes,No,Yes,No,No,Autopay,17,120.0,WGU,Yes,Yes
D84259,Yes,Male,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Autopay,8,225.15,WGU,Yes,No
X989117,No,Female,No,One year,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Autopay,5,104.96,WGU,No,Yes
B308070,No,Male,Yes,Month-to-month,None,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,eCheck,8,142.5,WGU,No,No
E439042,No,Male,No,One year,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Check,14,139.97,WGU,No,Yes
R437395,No,Female,Yes,Month-to-month,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Check,7,214.97,WGU,Yes,Yes
C28930,No,Female,No,Month-to-month,None,Yes,No,No,No,No,Yes,Yes,No,Yes,Autopay,18,117.47,WGU,Yes,No
X528575,No,Female,Yes,One year,None,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Autopay,5,190.16,WGU,No,Yes
X666934,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Autopay,2,147.44,WGU,Yes,No
B431778,No,Female,Yes,Month-to-month,None,Yes,No,No,No,Yes,No,No,Yes,No,eCheck,7,127.49,WGU,Yes,Yes
W891810,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No,No,eCheck,22,184.97,WGU,No,Yes
P684515,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Autopay,13,214.95,WGU,Yes,Yes
Q136086,Yes,Female,No,Two year,None,No,Yes,No,No,Yes,No,No,Yes,No,eCheck,27,159.99,WGU,Yes,No
N762092,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,eCheck,4,194.98,WGU,Yes,No
K402176,No,Male,No,Two year,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Check,9,112.46,WGU,Yes,Yes
O139361,No,Male,No,Month-to-month,None,Yes,Yes,Yes,No,No,No,No,No,Yes,eCheck,15,115.0,WGU,Yes,No
I407574,No,Male,Yes,Two year,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,eCheck,12,242.61,WGU,Yes,No
H523864,No,Male,No,Two year,DSL,Yes,No,No,No,Yes,Yes,No,Yes,No,eCheck,17,152.47,WGU,Yes,No
N794031,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Check,6,217.48,WGU,No,Yes
Z964652,No,Male,No,Two year,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Check,15,159.98,WGU,No,Yes
P176039,No,Male,Yes,Month-to-month,None,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Autopay,14,169.97,WGU,Yes,No
A531249,No,Male,Yes,Two year,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Autopay,9,215.16,WGU,No,Yes
Y979093,No,Female,No,One year,None,Yes,No,No,No,Yes,No,Yes,Yes,No,Autopay,2,187.66,WGU,Yes,Yes
V673184,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Autopay,20,207.61,WGU,Yes,Yes
Y786322,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,eCheck,1,192.44,WGU,Yes,Yes
A613334,No,Male,No,One year,DSL,No,No,No,Yes,Yes,No,Yes,No,Yes,Check,10,152.46,WGU,Yes,No
R760297,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Autopay,3,207.61,WGU,Yes,No
Y793007,No,Male,No,One year,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,No,eCheck,4,162.47,WGU,Yes,Yes
B14813,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Yes,eCheck,1,172.47,WGU,No,Yes
F421496,Yes,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Autopay,10,129.95,WGU,Yes,No
W198106,No,Female,Yes,Month-to-month,None,Yes,No,No,Yes,No,No,No,Yes,Yes,Autopay,1,137.46,WGU,Yes,Yes
U750518,No,Male,No,One year,None,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,17,175.13,WGU,No,No
S755342,No,Male,No,Month-to-month,None,Yes,Yes,No,No,No,No,No,Yes,Yes,eCheck,3,147.47,WGU,Yes,Yes
I845157,Yes,Female,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,eCheck,6,197.47,WGU,Yes,Yes
L259175,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Autopay,7,179.97,WGU,Yes,No
W252609,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,eCheck,2,147.47,WGU,Yes,No
P619108,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,eCheck,4,174.98,WGU,Yes,No
P78007,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Autopay,8,162.45,WGU,Yes,No
E137592,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,No,eCheck,4,147.46,WGU,Yes,Yes
I894965,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,No,Check,11,182.45,WGU,Yes,Yes
E505861,No,Female,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,eCheck,7,144.96,WGU,Yes,Yes
N321214,No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Check,12,142.45,WGU,Yes,No
T667020,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,eCheck,4,147.44,WGU,Yes,No
W226633,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No,Yes,eCheck,11,104.96,WGU,No,Yes
A663417,No,Female,No,Month-to-month,None,Yes,No,No,Yes,No,Yes,Yes,No,Yes,eCheck,16,139.97,WGU,No,No
L361543,No,Female,Yes,Month-to-month,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,No,Autopay,21,182.46,WGU,Yes,No
H297976,No,Female,No,Month-to-month,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Yes,eCheck,25,164.99,WGU,Yes,No
G371724,No,Male,No,One year,DSL,Yes,No,No,Yes,Yes,No,No,No,Yes,eCheck,15,127.47,WGU,No,Yes
R244586,No,Male,No,Month-to-month,None,Yes,No,No,Yes,Yes,No,No,Yes,No,Check,13,149.98,WGU,No,No
