Customer_id,Partner,Gender,Churn,Contract,InternetService,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Company,Dependents,SeniorCitizen
M469760,No,Male,No,Two year,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,eCheck,1,139.93,WGU,Yes,Yes
V368301,No,Male,No,Two year,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Autopay,1,119.96,WGU,Yes,Yes
U630888,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,eCheck,7,179.95,WGU,Yes,Yes
V627981,No,Female,Yes,One year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Autopay,7,220.13,WGU,No,Yes
G503565,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,eCheck,12,235.16,WGU,Yes,No
A549038,Yes,Male,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Autopay,5,154.96,WGU,Yes,No
X368087,No,Female,Yes,Month-to-month,None,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Check,2,187.64,WGU,Yes,No
U497990,Yes,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,No,No,Autopay,8,107.48,WGU,Yes,No
P455877,Yes,Female,No,Month-to-month,None,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Autopay,2,130.01,WGU,Yes,No
M255491,No,Male,No,Month-to-month,Fiber Optic,No,Yes,No,No,No,No,Yes,No,No,Autopay,12,169.94,WGU,No,Yes
N480736,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Autopay,4,184.95,WGU,Yes,No
Y155823,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Autopay,1,172.44,WGU,Yes,Yes
N16660,No,Female,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Check,8,164.99,WGU,Yes,No
K339158,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Autopay,3,194.97,WGU,Yes,No
L170558,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,eCheck,10,172.47,WGU,Yes,Yes
L167261,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Autopay,4,182.48,WGU,Yes,Yes
N42375,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Autopay,14,192.44,WGU,No,No
D426377,Yes,Male,Yes,One year,None,Yes,Yes,No,Yes,No,No,Yes,Yes,No,eCheck,1,230.13,WGU,Yes,Yes
P42965,No,Female,No,Two year,None,Yes,Yes,Yes,No,No,No,No,No,No,Check,21,115.0,WGU,Yes,No
H619362,Yes,Male,No,Two year,None,Yes,Yes,No,No,No,No,Yes,No,No,eCheck,12,137.47,WGU,Yes,Yes
E450808,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Autopay,9,167.46,WGU,Yes,No
O221751,No,Female,No,One year,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Autopay,1,159.96,WGU,Yes,Yes
C875335,No,Male,No,One year,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,eCheck,2,162.47,WGU,Yes,No
L381786,No,Male,Yes,Two year,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Check,1,222.65,WGU,Yes,No
E381260,No,Female,Yes,Month-to-month,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Check,6,222.63,WGU,Yes,No
T814609,No,Male,Yes,One year,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Autopay,3,162.47,WGU,Yes,Yes
D190616,No,Male,No,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,No,Yes,No,Autopay,5,152.47,WGU,Yes,No
H557046,Yes,Female,No,Two year,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Autopay,5,147.46,WGU,Yes,No
F489040,No,Male,No,Two year,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Check,8,114.95,WGU,Yes,No
H941657,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Autopay,19,114.95,WGU,Yes,Yes
D186284,No,Male,Yes,Month-to-month,None,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,eCheck,6,175.02,WGU,Yes,No
B991216,No,Female,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,eCheck,8,197.49,WGU,Yes,Yes
K431455,No,Female,No,Month-to-month,DSL,No,No,No,No,No,No,Yes,No,Yes,Autopay,9,117.44,WGU,No,No
E55745,Yes,Female,No,One year,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Autopay,23,124.96,WGU,Yes,No
S715877,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,eCheck,3,225.15,WGU,Yes,No
J916027,No,Male,No,One year,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Autopay,16,147.46,WGU,Yes,Yes
T867131,No,Female,No,Two year,DSL,Yes,Yes,No,No,No,No,No,No,No,Check,2,124.96,WGU,Yes,No
L974545,No,Female,Yes,Month-to-month,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,eCheck,2,232.65,WGU,No,Yes
K788015,No,Female,Yes,Month-to-month,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Check,1,215.16,WGU,Yes,Yes
J54482,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,eCheck,6,225.15,WGU,Yes,Yes
Z979359,Yes,Female,No,One year,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Check,10,154.99,WGU,Yes,No
Q615981,No,Female,No,Month-to-month,None,Yes,Yes,Yes,No,No,No,No,Yes,No,eCheck,15,149.99,WGU,Yes,No
D860746,No,Female,No,One year,Fiber Optic,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Autopay,9,214.95,WGU,Yes,No
A493340,No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Check,2,222.63,WGU,Yes,No
K998480,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,eCheck,9,137.44,WGU,Yes,No
F820783,Yes,Male,Yes,Two year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,eCheck,4,149.96,WGU,Yes,No
X769374,No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Autopay,8,152.47,WGU,Yes,No
H429618,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,No,No,eCheck,8,149.99,WGU,Yes,Yes
S866571,No,Nonbinary,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Check,11,184.97,WGU,Yes,Yes
Q527870,Yes,Female,No,Month-to-month,None,Yes,No,Yes,Yes,No,Yes,Yes,No,No,eCheck,6,142.49,WGU,Yes,No
Y706218,No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,eCheck,2,197.48,WGU,Yes,No
T228469,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Check,8,159.95,WGU,No,Yes
U913257,Yes,Female,No,Month-to-month,Fiber Optic,No,No,No,No,Yes,No,No,No,No,Autopay,5,124.98,WGU,Yes,No
B639946,No,Female,No,Two year,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Check,2,139.96,WGU,Yes,No
Z205002,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,No,eCheck,2,182.45,WGU,Yes,No
J892510,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Autopay,2,275.13,WGU,No,No
B468086,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,eCheck,11,149.96,WGU,No,No
L855218,No,Male,Yes,Month-to-month,None,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,eCheck,5,152.49,WGU,No,Yes
L526170,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Autopay,11,92.46,WGU,No,Yes
E631245,No,Female,No,Two year,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,No,Autopay,7,152.48,WGU,Yes,Yes
X241764,No,Male,Yes,Two year,None,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Check,1,197.52,WGU,Yes,Yes
U231980,No,Male,Yes,Two year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,eCheck,10,240.11,WGU,No,Yes
B346107,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,eCheck,12,202.44,WGU,No,No
B239370,No,Male,Yes,Month-to-month,Fiber Optic,No,Yes,No,No,Yes,No,Yes,No,Yes,Autopay,1,182.47,WGU,Yes,No
E145894,No,Female,Yes,Month-to-month,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,No,Autopay,11,194.97,WGU,Yes,Yes
X942031,No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,2,270.16,WGU,No,Yes
O91882,No,Female,Yes,One year,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,eCheck,21,235.16,WGU,No,Yes
H879719,No,Female,Yes,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,No,No,No,Autopay,7,139.98,WGU,No,No
P370643,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,eCheck,3,119.96,WGU,Yes,No
J777553,No,Female,No,Two year,None,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Check,15,177.65,WGU,Yes,Yes
M234182,No,Male,Yes,Two year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,6,232.64,WGU,Yes,No
Y773120,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,12,144.96,WGU,Yes,Yes
B105213,No,Male,Yes,One year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,eCheck,2,212.64,WGU,Yes,Yes
X984575,No,Female,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,No,No,No,Autopay,12,139.99,WGU,No,Yes
N851276,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,No,Autopay,1,117.44,WGU,Yes,Yes
Q864563,No,Female,No,One year,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Autopay,19,172.51,WGU,Yes,No
C912709,No,Male,Yes,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Autopay,7,192.44,WGU,Yes,No
I12585,No,Male,Yes,Two year,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,eCheck,5,194.97,WGU,Yes,No
Y780102,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,eCheck,14,202.64,WGU,No,Yes
A553226,No,Female,No,Two year,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Check,5,182.5,WGU,Yes,Yes
F116528,No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Autopay,1,172.44,WGU,No,No
V211089,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,Yes,Yes,Autopay,10,114.97,WGU,Yes,No
O209544,No,Male,No,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,eCheck,15,167.48,WGU,Yes,No
R40372,Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,No,No,eCheck,5,129.95,WGU,Yes,No
E772271,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Check,10,147.44,WGU,No,No
O841847,Yes,Female,No,Two year,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,eCheck,4,139.93,WGU,Yes,No
K755701,No,Male,No,One year,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Autopay,7,117.44,WGU,Yes,Yes
V660511,No,Male,No,Month-to-month,None,Yes,No,No,No,No,Yes,Yes,No,No,Check,13,117.47,WGU,Yes,No
G292619,No,Female,Yes,Month-to-month,None,Yes,No,No,Yes,Yes,Yes,No,No,No,Autopay,2,127.51,WGU,Yes,Yes
W903243,No,Female,No,One year,DSL,Yes,No,Yes,No,No,Yes,No,No,Yes,eCheck,7,107.48,WGU,Yes,Yes
V385446,No,Female,Yes,Two year,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Autopay,5,257.64,WGU,Yes,Yes
B388820,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Check,8,174.98,WGU,Yes,No
D741050,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Autopay,8,184.96,WGU,No,Yes
B142422,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,Yes,No,No,Check,17,132.47,WGU,Yes,Yes
T628897,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,No,Check,4,94.97,WGU,Yes,No
N333825,No,Female,No,Two year,None,Yes,No,No,No,No,No,Yes,No,No,Autopay,22,104.96,WGU,Yes,No
F778893,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,eCheck,3,182.47,WGU,Yes,Yes
T157033,No,Male,No,Two year,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Autopay,29,147.47,WGU,Yes,Yes
R673895,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Autopay,10,214.97,WGU,Yes,Yes
Q644143,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Autopay,7,214.95,WGU,Yes,No
F35398,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Autopay,7,129.95,WGU,Yes,Yes
S60656,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Autopay,10,147.46,WGU,Yes,Yes
X217671,No,Male,Yes,Two year,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,eCheck,1,154.98,WGU,No,Yes
P795203,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,eCheck,15,204.96,WGU,No,No
P717753,No,Male,No,Two year,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Autopay,4,127.44,WGU,Yes,No
V513511,No,Nonbinary,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,No,No,No,Autopay,5,129.98,WGU,Yes,Yes
Q978096,No,Female,No,One year,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Autopay,4,149.94,WGU,Yes,No
B844433,No,Male,No,One year,DSL,Yes,No,Yes,Yes,No,No,Yes,No,No,eCheck,8,142.45,WGU,Yes,Yes
A103291,No,Male,Yes,Month-to-month,DSL,No,Yes,No,No,No,Yes,Yes,Yes,No,Autopay,10,232.62,WGU,Yes,Yes
R101514,No,Male,Yes,Month-to-month,None,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Check,7,242.64,WGU,No,Yes
P73950,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Check,15,112.46,WGU,Yes,Yes
C512310,No,Female,Yes,Month-to-month,None,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Autopay,18,172.49,WGU,Yes,No
Z812779,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,21,144.96,WGU,Yes,Yes
I123852,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Check,14,192.46,WGU,No,Yes
T03134,No,Female,Yes,Month-to-month,None,Yes,Yes,No,No,Yes,No,No,Yes,Yes,eCheck,14,159.99,WGU,No,Yes
H646152,No,Female,No,Two year,None,Yes,No,No,Yes,No,No,No,Yes,No,eCheck,8,137.46,WGU,Yes,No
V157744,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Check,19,92.46,WGU,Yes,Yes
I396295,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,4,257.65,WGU,Yes,No
H478829,No,Male,Yes,Two year,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Autopay,3,225.15,WGU,No,Yes
F911285,No,Female,No,One year,None,Yes,No,No,Yes,No,No,Yes,Yes,No,eCheck,22,197.63,WGU,Yes,No
W279417,No,Male,No,One year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Autopay,10,184.95,WGU,Yes,Yes
N886555,No,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,Yes,eCheck,6,149.98,WGU,Yes,No
F534259,Yes,Female,No,Two year,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Autopay,17,162.45,WGU,Yes,No
O919928,No,Male,Yes,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,eCheck,6,174.97,WGU,No,Yes
V981204,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,eCheck,14,184.97,WGU,Yes,Yes
G331576,Yes,Female,Yes,Month-to-month,Fiber Optic,No,No,No,Yes,No,Yes,No,Yes,No,eCheck,5,182.45,WGU,Yes,Yes
C486385,No,Female,No,Two year,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Check,10,149.94,WGU,Yes,Yes
R125693,No,Female,Yes,Month-to-month,None,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Check,11,197.52,WGU,Yes,Yes
V286928,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,eCheck,3,157.48,WGU,Yes,No
L658876,No,Female,Yes,Month-to-month,None,Yes,No,No,Yes,No,No,No,No,Yes,Check,3,102.47,WGU,Yes,Yes
W188751,No,Male,No,One year,None,No,No,No,No,No,Yes,Yes,No,No,Autopay,3,117.47,WGU,Yes,Yes
I721653,No,Female,Yes,One year,None,Yes,No,No,No,Yes,No,Yes,Yes,No,Check,5,187.66,WGU,Yes,No
G972214,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Check,13,127.46,WGU,Yes,No
L653188,No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,Yes,Yes,eCheck,18,129.96,WGU,Yes,No
U31820,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Autopay,2,152.47,WGU,No,No
E488783,No,Male,No,One year,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Autopay,21,162.46,WGU,Yes,No
U36625,No,Female,No,Month-to-month,None,Yes,Yes,No,No,No,No,No,No,Yes,Check,12,112.48,WGU,Yes,No
F186086,No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Check,11,237.65,WGU,Yes,Yes
I939809,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Autopay,2,167.46,WGU,Yes,Yes
F240803,No,Female,Yes,Two year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,6,232.64,WGU,No,No
F801493,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,eCheck,3,179.98,WGU,Yes,No
L491403,No,Male,Yes,Two year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Autopay,6,257.65,WGU,Yes,Yes
L863306,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Autopay,13,159.95,WGU,No,No
I682933,Yes,Female,Yes,Month-to-month,None,Yes,Yes,No,Yes,No,Yes,Yes,No,No,eCheck,2,172.47,WGU,Yes,Yes
M733994,No,Male,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Check,14,169.94,WGU,Yes,Yes
F856239,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Check,6,194.95,WGU,No,Yes
S76930,No,Male,Yes,One year,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Check,8,232.62,WGU,Yes,No
D868252,No,Female,No,Month-to-month,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Autopay,11,117.49,WGU,No,No
Q943269,No,Female,No,Two year,DSL,Yes,Yes,No,No,No,Yes,Yes,No,No,Check,4,162.45,WGU,Yes,Yes
J378975,No,Male,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Autopay,8,169.94,WGU,Yes,No
T99095,No,Female,Yes,Two year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,31,255.12,WGU,No,Yes
J767852,Yes,Male,Yes,Month-to-month,None,Yes,No,No,Yes,No,No,No,Yes,Yes,Check,7,137.46,WGU,Yes,No
J568210,No,Female,Yes,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Autopay,14,262.61,WGU,Yes,No
L776387,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Check,21,172.44,WGU,No,No
G898600,No,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,eCheck,4,197.49,WGU,Yes,Yes
U791625,No,Female,No,One year,None,Yes,Yes,No,Yes,No,No,Yes,No,No,Autopay,3,159.96,WGU,No,Yes
N894789,No,Female,Yes,Month-to-month,None,Yes,Yes,No,No,No,Yes,Yes,No,Yes,eCheck,10,149.98,WGU,Yes,No
A505760,No,Male,Yes,One year,None,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Autopay,7,177.65,WGU,Yes,No
C985142,No,Male,No,One year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Check,9,184.95,WGU,Yes,No
N573611,Yes,Female,Yes,Month-to-month,None,Yes,No,No,Yes,No,No,Yes,No,No,Autopay,8,127.46,WGU,Yes,No
W679242,No,Nonbinary,No,One year,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,eCheck,5,172.46,WGU,Yes,Yes
R685222,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,No,Autopay,23,139.96,WGU,Yes,Yes
L942985,Yes,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,No,Autopay,13,114.95,WGU,Yes,Yes
L945088,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,3,79.98,WGU,Yes,Yes
R72816,No,Male,No,Two year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,14,232.64,WGU,No,No
A672620,No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Check,6,184.97,WGU,Yes,No
K578181,No,Nonbinary,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Autopay,17,174.97,WGU,Yes,Yes
L98574,Yes,Male,Yes,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,eCheck,4,202.65,WGU,Yes,No
X708848,No,Male,No,One year,DSL,Yes,No,No,No,Yes,No,Yes,Yes,No,Autopay,2,200.13,WGU,Yes,Yes
J900539,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Check,7,144.96,WGU,Yes,Yes
J393735,Yes,Female,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No,No,eCheck,3,104.96,WGU,Yes,Yes
E670171,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,eCheck,6,182.46,WGU,Yes,Yes
Y654962,No,Female,No,One year,DSL,Yes,No,No,Yes,No,No,No,No,No,Check,21,114.95,WGU,No,No
G957553,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,eCheck,2,144.96,WGU,Yes,No
M545671,No,Female,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Autopay,7,174.98,WGU,Yes,Yes
R982501,No,Female,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Autopay,2,159.93,WGU,Yes,Yes
Y306545,No,Male,No,Two year,None,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Autopay,10,169.97,WGU,Yes,No
Q467770,No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Autopay,8,129.95,WGU,Yes,No
R437917,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,12,79.98,WGU,Yes,No
J39435,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,No,eCheck,11,160.0,WGU,Yes,No
Z192393,Yes,Male,No,One year,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Autopay,7,149.94,WGU,No,No
F119249,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Autopay,1,182.47,WGU,Yes,Yes
J11072,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,eCheck,2,187.48,WGU,No,Yes
I854551,No,Male,Yes,Month-to-month,DSL,No,No,No,No,No,No,No,No,Yes,Autopay,24,92.46,WGU,Yes,No
W570909,No,Female,Yes,Month-to-month,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Autopay,4,139.93,WGU,No,No
A105398,No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Check,8,144.99,WGU,Yes,No
X744657,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Autopay,7,184.97,WGU,Yes,Yes
K784562,No,Female,Yes,Month-to-month,None,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Check,16,159.99,WGU,Yes,No
F444920,No,Male,No,One year,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Autopay,1,159.99,WGU,Yes,Yes
O317698,No,Male,No,One year,None,Yes,Yes,No,No,Yes,No,No,Yes,No,Autopay,11,159.99,WGU,Yes,Yes
Z665264,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Autopay,2,214.97,WGU,Yes,No
H343519,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Autopay,12,240.11,WGU,Yes,Yes
R511812,Yes,Male,Yes,Month-to-month,None,Yes,Yes,No,No,Yes,No,Yes,No,No,eCheck,1,149.99,WGU,Yes,Yes
E172718,No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Check,1,172.44,WGU,Yes,Yes
G246830,No,Female,Yes,Month-to-month,None,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,eCheck,9,150.01,WGU,Yes,No
